metabolite_id,dataset_id,study_name,platform,merge_variable,input_metabolite_name,input_metabid,input_chemical_id,input_comp_id,input_hmdb_id,input_cas,input_pubchem,input_chemspider,input_kegg,input_inchikey,input_chebi
HMDB02108,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,S-methylcysteine,s_methylcysteine,100002749,39592,HMDB02108,1187-84-4,24417,,,,
HMDB02108,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,S-methylcysteine,smethylcysteine_std,,39592,,,24417,,,,
HMDB02108,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,S-methylcysteine,m_453,,39592,HMDB02108,,24417,,,,
HMDB02108,59,Breast Cancer Family Registry,Metabolon,COMP_ID,S-methylcysteine,s-methylcysteine,,39592,,,24417,,,,
HMDB02108,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,S-methylcysteine,39592,,39592,,,24417,,,,
HMDB02110,14,Osteoporotic Fractures in Men,Pacific Northwest National Labs,HMDB_ID,"15-hydroxyeicosa-5,8,11,13-tetraenoic acid",_15_hete,,,,,5280724,,,JSFATNQSLKRBCI-VAEKSGALSA-N,
HMDB02110,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,15-HETE,m_14,,37538,HMDB02110,,5280724,,,,
HMDB02110,50,Women's Health Initiative,Broad Institute,HMDB_ID,15-HETE,x15.hete,,,HMDB03876,,,,,,
HMDB02117,68,Cooperative Health Research in the Region of Augsburg,Metabolon,BIOCHEMICAL_NAME,oleamide,m32458,,,,,,,amide,,
HMDB0002122,14,Osteoporotic Fractures in Men,Pacific Northwest National Labs,NEW UID,"9,11,15-trihydroxy-5,13,1Z-prostatrienoic acid",pgf3alpha,,,,,5280940,,,SAKGBZWJAIABSY-SAMSIYEGSA-N,
HMDB02123,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,34404,HMDB02123,,79437,,,,
HMDB02123,3,Cancer Prevention Study II,Metabolon,COMP_ID,"1,3,7-trimethylurate","_1,3,7-trimethylurate",,X34404,HMDB02123,,79437,,,,
HMDB02123,5,Cancer Prevention Study II,Metabolon,COMP_ID,"1,3,7-trimethylurate","_1,3,7-trimethylurate",,X34404,HMDB02123,,79437,,,,
HMDB02123,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,,,,,,,,
HMDB02123,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,,,,,,,,
HMDB02123,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,,,,,,,,
HMDB02123,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,34404,HMDB02123,,,,,,
HMDB02123,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,,34404,HMDB02123,,,,,,
HMDB02123,21,Well for life China,Metabolon,COMP_ID,"1,3,7-trimethylurate","1,3,7-trimethylurate",,34404,HMDB02123,,79437,,,,
HMDB02123,24,Born in Bradford,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",metmss34404,100001397,34404,HMDB02123,,79437,,,,
HMDB02123,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",m34404,100001397,34404,HMDB02123,,,,,,
HMDB02123,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",1_3_7_trimethylurate,100001397,34404,HMDB02123,5415-44-1,79437,71754,C16361,,
HMDB02123,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,"1,3,7-trimethylurate",logm3,,,,,,,,,
HMDB02123,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,100001397,34404,HMDB02123,5415-44-1;,79437,,C16361,,
HMDB02123,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,100001397,34404,HMDB02123,5415-44-1;,79437,,C16361,,
HMDB02123,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,"1,3,7-trimethylurate",_1_3_7_trimethylurate,100001397,34404,HMDB02123,5415-44-1,79437,,C16361,,
HMDB02123,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,"1,3,7-trimethylurate",trimethylurate_std,,34404,,,79437,,,,
HMDB02123,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,"1,3,7-trimethylurate",m_2,,34404,HMDB02123,,79437,,,,
HMDB02123,59,Breast Cancer Family Registry,Metabolon,COMP_ID,"1,3,7-trimethylurate","1,3,7-trimethylurate",,34404,,,79437,,,,
HMDB02123,68,Cooperative Health Research in the Region of Augsburg,Metabolon,HMDB_ID,3,m34404,,,HMDB02123,,,,1988,,
HMDB02123,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,"1,3,7-trimethylurate",34404,,34404,,,79437,,,,
HMDB02172,24,Born in Bradford,Metabolon,CHEMICAL_ID,"N1,N12-diacetylspermine",metmss52987,100002132,52987,HMDB02172,,132680,,,,
HMDB02172,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,"N1,N12-diacetylspermine",52987,,52987,,,132680,,,,
HMDB02183,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,44675,HMDB02183,,445580,,,,
HMDB02183,3,Cancer Prevention Study II,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (dha; 22:6n3),,X44675,HMDB02183,,445580,,,,
HMDB02183,4,Baependi Heart Study,Agilent Center of Excellence Brazil,HMDB_ID,Doconexent,doconexent. tms derivative,,,HMDB02183,6217-54-5,,,,,
HMDB02183,5,Cancer Prevention Study II,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (dha; 22:6n3),,X44675,HMDB02183,,445580,,,,
HMDB02183,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,,,,,,,,
HMDB02183,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,,,,,,,,
HMDB02183,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,,,,,,,,
HMDB02183,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,Docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,19323;44675,HMDB02183,,445580,,,,
HMDB02183,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,19323;44675,HMDB02183,,445580,,,,
HMDB02183,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,Docosahexaenoate (DHA; 22:6n3),docosahexaenoate,,,,,,,,,
HMDB02183,20,Twins United Kingdom,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),m19323,100000665,19323,HMDB02183,,,,,,
HMDB02183,21,Well for life China,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate_(dha;_22:6n3),,44675,HMDB02183,,445580,,,,
HMDB02183,24,Born in Bradford,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),metmss44675,100000665,44675,HMDB02183,,445580,,,,
HMDB02183,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),m44675,100000665,44675,HMDB02183,,,,,,
HMDB02183,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate__dha;_22_6n3_,100000665,44675,HMDB02183,6217-54-5,445580,393183,C06429,,
HMDB02183,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,docosahexaenoate (DHA; 22:6n3),logm146,,,,,,,,,
HMDB02183,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,100000665,19323,HMDB02183,6217-54-5;,445580,,C06429,,
HMDB02183,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,100000665,19323,HMDB02183,6217-54-5;,445580,,C06429,,
HMDB02183,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate,100000665,44675,HMDB02183,6217-54-5,445580,,C06429,,
HMDB02183,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate226n3_std,,44675,,,445580,,,,
HMDB02183,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),m_234,,19323,HMDB02183,,445580,,,,
HMDB02183,45,Estonia Biobank Obesity Extremes,Broad Institute,BIOCHEMICAL_NAME,Docosahexaenoic_acid,docosahexaenoic_acid,,,,,,,,,
HMDB02183,50,Women's Health Initiative,Broad Institute,HMDB_ID,docosahexaenoic acid,docosahexaenoic.acid,,,HMDB02183,,,,,,
HMDB02183,55,Whitehall II,Nightingale Health,NEW UID,"22:6, docosahexaenoic acid (mmol/L) (s5)",dha,,,,,,,,,
HMDB02183,59,Breast Cancer Family Registry,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (dha; 22:6n3),,44675,,,445580,,,,
HMDB02183,68,Cooperative Health Research in the Region of Augsburg,Metabolon,HMDB_ID,22:6n3),m19323,,,HMDB02183,,,,Lipid,,
HMDB02183,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,docosahexaenoate (DHA; 22:6n3),44675,,44675,,,445580,,,,
HMDB02183,72,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Broad Institute,NEW UID,Docosahexenoic acid,amides_docosahexenoic_acid,,,,,,,,,
HMDB02183,73,Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2,Imperial College London,NEW UID,Docosahexaenoic acid (C22:6),docosahexaenoic_acid__c22:6_,,,,,,,,,36005
HMDB02199,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,3-(4-hydroxyphenyl)propionate,_3__4_hydroxyphenyl_propionat,,39587,HMDB02199,,10394,,,,
HMDB02199,5,Cancer Prevention Study II,Metabolon,COMP_ID,3-(4-hydroxyphenyl)propionate,_3-(4-hydroxyphenyl)propionate,,X39587,HMDB02199,,10394,,,,
HMDB02199,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,3-(4-hydroxyphenyl)propionate,_3__4_hydroxyphenyl_propionat,,,,,,,,,
HMDB02199,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,3-(4-hydroxyphenyl)propionate,_3__4_hydroxyphenyl_propionat,,,,,,,,,
HMDB02199,21,Well for life China,Metabolon,COMP_ID,3-(4-hydroxyphenyl)propionate,3-(4-hydroxyphenyl)propionate,,39587,HMDB02199,,10394,,,,
HMDB02199,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,3-(4-hydroxyphenyl)propionate,_3__4_hydroxyphenyl_propionat,100002914,39587,HMDB02199,501-97-3,10394,,C01744,,
HMDB02201,3,Cancer Prevention Study II,Metabolon,COMP_ID,carboxyethyl-GABA,carboxyethyl-gaba,,X40007,HMDB02201,,2572,,,,
HMDB02201,24,Born in Bradford,Metabolon,CHEMICAL_ID,carboxyethyl-GABA,metmss40007,100003260,40007,HMDB02201,,2572,,,,
HMDB02201,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,carboxyethyl-GABA,carboxyethyl_gaba,100003260,40007,HMDB02201,908055,2572,2474,,,
HMDB02201,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,carboxyethyl-GABA,40007,,40007,,,2572,,,,
HMDB02203,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,3-hydroxydecanoate,_3_hydroxydecanoate,,22053,HMDB02203,,26612,,,,
HMDB02203,3,Cancer Prevention Study II,Metabolon,COMP_ID,3-hydroxydecanoate,_3-hydroxydecanoate,,X22053,HMDB02203,,26612,,,,
HMDB02203,5,Cancer Prevention Study II,Metabolon,COMP_ID,3-hydroxydecanoate,_3-hydroxydecanoate,,X22053,HMDB02203,,26612,,,,
HMDB02203,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,3-hydroxydecanoate,_3_hydroxydecanoate,,,,,,,,,
HMDB02203,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,3-hydroxydecanoate,_3_hydroxydecanoate,,,,,,,,,
HMDB02203,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,3-hydroxydecanoate,_3_hydroxydecanoate,,,,,,,,,
HMDB02203,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,3-hydroxydecanoate,_3_hydroxydecanoate,,22053,HMDB02203,,26612,,,,
HMDB02203,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,3-hydroxydecanoate,_3_hydroxydecanoate,,22053,HMDB02203,,26612,,,,
HMDB02203,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,3-hydroxydecanoate,_3_hydroxydecanoate,,,,,,,,,
HMDB02203,21,Well for life China,Metabolon,COMP_ID,3-hydroxydecanoate,3-hydroxydecanoate,,22053,HMDB02203,,26612,,,,
HMDB02203,24,Born in Bradford,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,metmss22053,100000997,22053,HMDB02203,,26612,,,,
HMDB02203,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,m22053,100000997,22053,HMDB02203,,,,,,
HMDB02203,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,3_hydroxydecanoate,100000997,22053,HMDB02203,5561-87-5,26612,24790,,,
HMDB02203,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,3-hydroxydecanoate,logm61,,,,,,,,,
HMDB02203,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,_3_hydroxydecanoate,100000997,22053,HMDB02203,5561-87-5;,26612,,,,
HMDB02203,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,_3_hydroxydecanoate,100000997,22053,HMDB02203,5561-87-5;,26612,,,,
HMDB02203,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,3-hydroxydecanoate,_3_hydroxydecanoate,100000997,22053,HMDB02203,5561-87-5,26612,,,,
HMDB02203,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,3-hydroxydecanoate,hydroxydecanoate3_std,,22053,,,26612,,,,
HMDB02203,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,3-hydroxydecanoate,m_107,,22053,HMDB02203,,26612,,,,
HMDB02203,59,Breast Cancer Family Registry,Metabolon,COMP_ID,3-hydroxydecanoate,3-hydroxydecanoate,,22053,,,26612,,,,
HMDB02203,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,3-hydroxydecanoate,22053,,22053,,,26612,,,,
HMDB02210,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,2-phenylglycine,_2_phenylglycine,100002117,37441,HMDB02210,341659,3866,,C18623,,
HMDB02212,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,arachidate (20:0),arachidate__20_0_,,1118,HMDB02212,,10467,,,,
HMDB02212,3,Cancer Prevention Study II,Metabolon,COMP_ID,arachidate (20:0),arachidate (20:0),,X1118,HMDB02212,,10467,,,,
HMDB02212,5,Cancer Prevention Study II,Metabolon,COMP_ID,arachidate (20:0),arachidate (20:0),,X1118,HMDB02212,,10467,,,,
HMDB02212,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,arachidate (20:0),arachidate__20_0_,,,,,,,,,
HMDB02212,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,arachidate (20:0),arachidate__20_0_,,,,,,,,,
HMDB02212,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,arachidate (20:0),arachidate__20_0_,,1118;44679;34841,HMDB02212,,10467,,,,
HMDB02212,21,Well for life China,Metabolon,COMP_ID,arachidate (20:0),arachidate_(20:0),,1118,HMDB02212,,10467,,,,
HMDB02212,24,Born in Bradford,Metabolon,CHEMICAL_ID,arachidate (20:0),metmss1118,893,1118,HMDB02212,,10467,,,,
HMDB02212,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,arachidate (20:0),m01118,893,1118,HMDB02212,,,,,,
HMDB02212,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,arachidate (20:0),arachidate__20_0_,893,1118,HMDB02212,506-30-9,10467,10035,C06425,,
HMDB02212,31,Shanghai Men's Health Study,Metabolon,NEW UID,arachidate__20_0_,logm497,,,,,,,,,
HMDB02212,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,arachidate (20:0),arachidate__20_0_,893,1118,HMDB02212,506-30-9;,10467,,C06425,,
HMDB02212,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,COMP_ID,X - 13149,x_13149,,34841,,,,,,,
HMDB02212,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,arachidate (20:0),arachidate__20_0_,893,44679,HMDB02212,506-30-9;,10467,,C06425,,
HMDB02212,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,arachidate (20:0),arachidate__20_0_,893,1118,HMDB02212,506-30-9,10467,,C06425,,
HMDB02212,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,arachidate (20:0),m_172,,44679,HMDB02212,,10467,,,,
HMDB02212,59,Breast Cancer Family Registry,Metabolon,COMP_ID,arachidate (20:0),arachidate (20:0),,1118,,,10467,,,,
HMDB02212,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,arachidate (20:0),1118,,1118,,,10467,,,,
HMDB02226,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,adrenate (22:4n6),adrenate__22_4n6_,,32980,HMDB02226,,5497181,,,,
HMDB02226,3,Cancer Prevention Study II,Metabolon,COMP_ID,adrenate (22:4n6),adrenate (22:4n6),,X32980,HMDB02226,,5497181,,,,
HMDB02226,5,Cancer Prevention Study II,Metabolon,COMP_ID,adrenate (22:4n6),adrenate (22:4n6),,X32980,HMDB02226,,5497181,,,,
HMDB02226,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,adrenate (22:4n6),adrenate__22_4n6_,,,,,,,,,
HMDB02226,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,adrenate (22:4n6),adrenate__22_4n6_,,,,,,,,,
HMDB02226,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,adrenate (22:4n6),adrenate__22_4n6_,,,,,,,,,
HMDB02226,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,Adrenate (22:4n6),adrenate__22_4n6_,,32980,HMDB02226,,5.28284E+13,,,,
HMDB02226,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,adrenate (22:4n6),adrenate__22_4n6_,,32980,HMDB02226,,5.28284E+13,,,,
HMDB02226,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,Adrenate (22:4n6),adrenate__22_4n6_,,,,,,,,,
HMDB02226,20,Twins United Kingdom,Metabolon,CHEMICAL_ID,adrenate (22:4n6),m32980,100001193,32980,HMDB02226,,,,,,
HMDB02226,21,Well for life China,Metabolon,COMP_ID,adrenate (22:4n6),adrenate_(22:4n6),,32980,HMDB02226,,5497181,,,,
HMDB02226,24,Born in Bradford,Metabolon,CHEMICAL_ID,adrenate (22:4n6),metmss32980,100001193,32980,HMDB02226,,5497181,,,,
HMDB02226,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,adrenate (22:4n6),m32980,100001193,32980,HMDB02226,,,,,,
HMDB02226,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,adrenate (22:4n6),adrenate__22_4n6_,100001193,32980,HMDB02226,2091-25-0,5497181,4445971,C16527,,
HMDB02226,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,adrenate (22:4n6),logm90,,,,,,,,,
HMDB02226,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,adrenate (22:4n6),adrenate__22_4n6_,100001193,32980,HMDB02226,2091-25-0;,5282844,,C16527,,
HMDB02226,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,adrenate (22:4n6),adrenate__22_4n6_,100001193,32980,HMDB02226,2091-25-0;,5497181,,C16527,,
HMDB02226,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,adrenate (22:4n6),adrenate__22_4n6_,100001193,32980,HMDB02226,2091-25-0,5497181,,C16527,,
HMDB02226,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,adrenate (22:4n6),adrenate224n6_std,,32980,,,5497181,,,,
HMDB02226,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,adrenate (22:4n6),m_155,,32980,HMDB02226,,5497181,,,,
HMDB02226,45,Estonia Biobank Obesity Extremes,Broad Institute,BIOCHEMICAL_NAME,Adrenic_acid,adrenic_acid,,,,,,,,,
HMDB02226,50,Women's Health Initiative,Broad Institute,HMDB_ID,adrenic acid,adrenic.acid,,,HMDB02226,,,,,,
HMDB02226,59,Breast Cancer Family Registry,Metabolon,COMP_ID,adrenate (22:4n6),adrenate (22:4n6),,32980,,,5497181,,,,
HMDB02226,68,Cooperative Health Research in the Region of Augsburg,Metabolon,HMDB_ID,adrenate (22:4n6),m32980,,,HMDB02226,,,,C16527,,
HMDB02226,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,adrenate (22:4n6),32980,,32980,,,5497181,,,,
HMDB02231,2,Prostate Lung Colorectal and Ovarian Cancer Screening Trial,Metabolon,COMP_ID,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,33587,HMDB02231,,5282768,,,,
HMDB02231,3,Cancer Prevention Study II,Metabolon,COMP_ID,eicosenoate (20:1),eicosenoate (20:1),,X33587,HMDB02231,,5282768,,,,
HMDB02231,5,Cancer Prevention Study II,Metabolon,COMP_ID,eicosenoate (20:1),eicosenoate (20:1),,X33587,HMDB02231,,5282768,,,,
HMDB02231,6,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,,,,,,,,
HMDB02231,7,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,,,,,,,,
HMDB02231,8,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CORE_FILE_NAME,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,,,,,,,,
HMDB02231,9,Shanghai Physical Activity Study,Metabolon,COMP_ID,Eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,33587,HMDB02231,,5282768,,,,
HMDB02231,10,Shanghai Physical Activity Study,Metabolon,COMP_ID,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,33587,HMDB02231,,5282768,,,,
HMDB02231,11,Shanghai Women's Health Study,Metabolon,CORE_FILE_NAME,Eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,,,,,,,,,
HMDB02231,20,Twins United Kingdom,Metabolon,CHEMICAL_ID,eicosenoate (20:1),m33587,100001335,33587,HMDB02231,,,,,,
HMDB02231,21,Well for life China,Metabolon,COMP_ID,eicosenoate (20:1),eicosenoate_(20:1),,33587,HMDB02231,,5282768,,,,
HMDB02231,24,Born in Bradford,Metabolon,CHEMICAL_ID,eicosenoate (20:1),metmss33587,100001335,33587,HMDB02231,,5282768,,,,
HMDB02231,29,Twins United Kingdom,Metabolon,CHEMICAL_ID,eicosenoate (20:1),m33587,100001335,33587,HMDB02231,,,,,,
HMDB02231,30,Airwave Health Monitoring Study,Metabolon,CHEMICAL_ID,eicosenoate (20:1),eicosenoate__20_1_,100001335,33587,HMDB02231,,5282768,4445895,,,
HMDB02231,31,Shanghai Men's Health Study,Metabolon,BIOCHEMICAL_NAME,eicosenoate (20:1n9 or 11),logm150,,,,,,,,,
HMDB02231,33,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,100001335,33587,HMDB02231,,,,,,
HMDB02231,34,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,100001335,33587,,,5282768,,,,
HMDB02231,35,Alpha-Tocopherol Beta-Carotene Cancer Prevention Study,Metabolon,CHEMICAL_ID,eicosenoate (20:1n9 or 11),eicosenoate__20_1n9_or_11_,100001335,33587,HMDB02231,,5282768,,,,
HMDB02231,36,Atherosclerosis Risk in Communities Study,Metabolon,COMP_ID,eicosenoate (20:1n9 or 11),eicosenoate201n9_std,,33587,,,5282768,,,,
HMDB02231,44,Women One-Carbon Metabolism and Inflammation Study,Metabolon,COMP_ID,eicosenoate (20:1n9 or 11),m_242,,33587,,,5282768,,,,
HMDB02231,59,Breast Cancer Family Registry,Metabolon,COMP_ID,eicosenoate (20:1),eicosenoate (20:1),,33587,,,5282768,,,,
HMDB02231,68,Cooperative Health Research in the Region of Augsburg,Metabolon,HMDB_ID,eicosenoate (20:1n9 or 11),m33587,,,HMDB02231,,,,,,
HMDB02231,69,Copenhagen Prospective Study on Asthma in Childhood 2010,Metabolon,COMP_ID,eicosenoate (20:1n9 or 1n11),33587,,33587,,,5282768,,,,
HMDB0002232,14,Osteoporotic Fractures in Men,Pacific Northwest National Labs,NEW UID,"8,9-Epoxyeicosa-5,11,14-trienoic acid",_8_9__epetre,,,,,5283203,,,DBWQSCSXHFNTMO-TYAUOURKSA-N,
